Actual (mm),Predicted (mm)
-74.0,-74.35988
-34.199999999999896,-19.67089
70.89999999999989,26.34041
104.6,117.22531
165.20000000000002,165.38399
226.39999999999998,215.69043
288.8,279.2465
336.69999999999993,335.92297
375.5,381.13092
402.5,401.54813
413.1,410.7011
418.4,414.57785
418.3,400.03763
381.70000000000005,381.1207
333.1,329.88007
262.2,257.1748
194.29999999999998,177.6651
120.0,110.117
48.2,44.379795
-1.5999999999999919,-16.282
-68.10000000000001,-51.854202
-96.2,-92.24065
-113.60000000000001,-118.65128
-107.49999999999999,-129.23466
-93.80000000000003,-103.223114
-39.30000000000001,-61.58624
7.299999999999903,4.03903
95.0999999999999,62.56042
118.5,138.86958
203.9,177.80476
261.29999999999995,243.61095
298.8,316.84778
340.9,363.92297
402.5999999999999,387.53488
425.69999999999993,417.35504
428.09999999999997,444.4655
443.40000000000003,437.71292
424.4,428.85574
395.2,395.66748
346.8,345.22052
257.29999999999995,276.87183
176.5,176.88283
99.79999999999998,94.70039
30.900000000000006,24.463655
-64.49999999999999,-33.538116
-102.0,-92.91071
-122.0,-132.81761
-151.2,-152.20193
-129.89999999999998,-156.39445
-96.90000000000003,-116.65142
-50.89999999999999,-56.251778
14.700000000000003,7.5005593
72.6,77.55467
132.0,133.6285
185.4,192.63452
243.00000000000003,244.60413
306.2999999999999,302.79303
368.40000000000003,363.52972
413.3,408.38876
429.3,434.9512
462.2,452.4199
475.6999999999999,466.79166
474.7,465.3306
439.7999999999999,449.4249
402.2,397.54077
292.0999999999999,334.48328
219.79999999999998,207.76067
148.7,127.39644
87.0,64.50794
28.199999999999992,16.280378
-9.999999999999897,-24.956882
-38.599999999999994,-47.510853
-61.199999999999996,-59.171356
-49.20000000000001,-64.1956
-14.399999999999995,-37.09918
25.2,22.769663
71.2,81.734146
128.89999999999998,133.87389
186.39999999999992,186.81354
233.9,236.17314
293.3,288.12192
336.9,340.5853
377.0,379.0482
414.7,413.66638
443.5,443.29755
453.8999999999999,460.24042
453.1,459.3117
448.7,443.37518
414.30000000000007,420.6613
368.5,370.45776
276.6,305.3108
195.89999999999998,203.00131
135.2,120.76511
77.3,64.0876
27.500000000000007,18.349283
-21.300000000000004,-17.174973
-54.69999999999999,-46.515514
-68.9,-67.79022
-44.09999999999999,-71.93157
-0.19999999999999898,-33.06842
24.600000000000005,37.574245
74.7,82.983215
129.6999999999999,133.56102
176.2,183.33789
224.20000000000002,225.29643
270.1,275.2912
325.1000000000001,319.17786
368.69999999999993,357.25064
391.79999999999995,398.52338
415.0999999999999,421.8634
446.29999999999995,431.03513
447.90000000000003,445.21338
443.7,439.10364
413.0,420.405
361.00000000000006,374.464
285.5,302.82532
220.29999999999995,210.94652
159.89999999999998,144.55354
111.4,91.2836
75.5,53.653976
43.4,31.781664
25.5,17.664715
13.4,18.595129
39.800000000000004,24.981874
65.0,59.324413
96.3,98.41314
124.89999999999999,139.04535
151.79999999999998,169.30203
168.10000000000002,195.11732
198.4999999999999,207.80746
223.39999999999998,225.42072
261.6,240.0316
307.09999999999997,267.73755
336.5,313.2053
343.09999999999997,349.75577
349.0,358.89066
350.5,355.40366
360.1999999999999,344.68222
328.7,343.2386
271.9,303.49634
217.1,223.70177
175.8,160.41742
136.0,117.9498
104.80000000000001,86.54466
85.8,67.04957
76.39999999999999,62.01734
64.5,68.31839
65.60000000000001,71.38982
80.4999999999999,80.187546
99.2,98.006874
121.2,119.79469
139.1,144.13911
158.5,164.29532
176.5,181.2179
192.8,195.98724
223.39999999999998,208.4031
231.9,230.92923
248.5,238.96432
259.90000000000003,248.74097
299.09999999999997,254.19841
290.5,287.69003
283.6999999999999,285.66132
287.1,270.42206
278.7,263.42508
236.59999999999997,249.7808
200.2,204.90079
180.7,163.29552
160.8,142.25223
139.6,129.41603
137.6,118.16236
122.5,124.4941
132.0,121.77368
136.6,136.45831
138.7,148.74303
152.60000000000002,155.30078
167.19999999999996,168.23656
170.99999999999991,182.39732
174.99999999999997,186.74017
184.79999999999998,187.36763
183.9,191.94794
174.09999999999997,189.0051
192.39999999999998,176.13234
207.0,186.37654
209.49999999999991,201.3952
216.1,206.67505
234.1,211.66301
207.3999999999999,226.29343
212.10000000000002,204.63557
225.8,200.34772
204.6,211.13828
186.6,195.84328
178.89999999999998,175.80841
171.5,165.49617
169.8,159.88564
168.7,161.28168
180.2,164.71361
189.9,178.90736
187.0,192.87193
191.29999999999998,193.99841
176.29999999999987,196.41177
171.5,181.99718
164.6,172.11423
144.5,162.99062
139.7999999999999,143.05081
131.0,134.92317
133.6999999999999,127.35747
139.7,130.64769
141.6,139.63824
148.4,145.59457
160.1,153.83844
169.9,166.36479
181.79999999999998,177.89658
187.5,190.12854
186.7,196.46407
193.1,194.61057
204.7,196.53903
217.4999999999999,204.89677
236.8999999999999,216.3368
244.8999999999999,233.63715
264.0,241.90193
283.9,255.89471
288.8,277.43173
289.7999999999999,284.57465
297.09999999999997,282.34094
290.4,284.27283
257.1,274.4858
234.50000000000003,233.2125
203.39999999999992,201.57437
171.2,169.97409
143.9,139.70131
132.20000000000002,116.56222
123.09999999999991,111.12525
110.69999999999989,112.569214
118.39999999999989,110.84037
124.69999999999989,123.812805
133.20000000000002,136.70517
148.5,148.5876
165.39999999999998,163.8317
173.9,180.16864
194.89999999999998,188.88553
214.0,205.01967
242.0999999999999,221.60965
280.1,244.86841
313.0,281.7356
324.2,319.8598
337.0,335.98987
346.0999999999999,344.33328
347.5,347.1334
339.5,341.66052
319.5,325.1187
294.20000000000005,294.0205
256.40000000000003,255.48917
231.29999999999998,210.99521
210.5999999999999,185.99615
187.1999999999999,171.10439
168.8,157.21075
146.5,147.71971
131.0,134.93169
131.3,126.340294
130.20000000000002,132.10316
138.9,138.80751
159.0,151.73651
170.3,173.40334
189.6,187.57156
220.20000000000002,204.22144
243.69999999999987,229.53976
282.7,255.17227
319.1,293.37112
340.1,333.0239
354.6999999999999,358.65085
357.7000000000001,372.0793
358.2999999999999,369.58868
348.4,359.7242
339.3,338.47855
311.0,317.0675
272.3,278.08722
223.8,226.47614
181.0,178.72728
140.2,137.49641
102.20000000000002,102.32038
74.6,72.393
54.300000000000004,53.903774
36.69999999999989,44.685555
33.4,37.981087
35.4,41.26115
54.300000000000004,47.96694
74.89999999999999,69.003845
105.0,97.16253
144.7,129.08333
204.3,168.89659
250.1,225.24506
287.9,273.27768
325.79999999999995,307.18988
350.59999999999985,345.44162
369.09999999999997,373.54895
381.7999999999999,388.1633
381.0,389.26224
373.59999999999997,376.1628
355.9,354.53708
298.9,324.0232
262.7,247.04558
210.5999999999999,198.84123
169.8,150.91016
122.39999999999999,116.26069
94.3,79.88005
47.99999999999999,61.519432
30.4,30.693346
26.099999999999994,21.315496
21.100000000000005,29.385538
24.900000000000002,36.002888
54.099999999999895,44.121456
81.9,80.10424
114.3,114.850975
150.60000000000002,148.7425
207.9,183.27574
254.6,234.26895
295.3,279.31744
325.90000000000003,313.91113
358.09999999999997,348.0057
377.2,379.36356
393.6000000000001,394.2343
390.3999999999999,399.1087
379.2,385.20016
357.59999999999997,359.10648
335.0,322.86743
296.4,284.4907
230.60000000000002,235.35085
186.7,173.88925
140.1,130.76877
88.40000000000002,92.463326
47.5,51.790424
27.9999999999999,20.166761
16.8,10.585157
5.200000000000008,15.40974
19.8,18.318352
44.0,35.648167
84.4,72.32717
128.39999999999998,118.32063
183.7,163.61137
232.3,217.23198
274.3,266.45297
325.59999999999997,303.66443
373.8,347.56955
407.4,400.381
423.4999999999999,434.92093
447.29999999999995,444.21652
456.0,452.58197
451.2,449.39575
429.99999999999994,431.59174
397.30000000000007,395.52844
350.09999999999997,346.23825
283.2,285.1954
233.4,215.20229
172.1,168.40724
127.6999999999999,117.97634
101.0,82.12196
76.2,66.41881
62.9,58.186607
73.1,60.787907
92.6999999999999,84.64565
129.89999999999998,117.54265
166.4,159.66318
219.3999999999999,197.76
271.4,248.47243
311.3,303.11118
351.5,349.23282
383.7,390.4819
437.0,423.03418
466.2,467.33765
490.09999999999997,490.27094
499.3999999999999,504.339
504.6,503.64294
497.0,495.06598
463.6,474.5687
415.8,428.16394
360.70000000000005,362.07895
296.8,290.04703
215.09999999999994,233.87434
165.9,162.7068
128.1,117.21828
87.7,88.65867
